192 BackhedF_2015__SID521_B__bin_1
83 LoombaR_2017__SID1048_bav__bin_9
60 FerrettiP_2018__CA_C10035IS2609FE_t3M16__bin_1
103 LiuW_2016__SRR3993055__bin_3
69 FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin_38
152 LeChatelierE_2013__MH0101__bin_23
69 BackhedF_2015__SID82_M__bin_62
65 LiJ_2014__V1_FI14__bin_56
143 Bengtsson-PalmeJ_2015__TRAVELRES6__bin_23
190 OhJ_2014__MET0207_megahit__bin_6
104 HMP_2012__SRS017025__bin_16
58 CM_madagascar__A81_03_1FE__bin_29
195 FerrettiP_2018__CA_C10005IS2066FE_t1M15__bin_12
69 HMP_2012__SRS015574__bin_29
26 HMP_2012__SRS047824__bin_50
80 QinJ_2012__CON-035__bin_29
289 LiJ_2014__V1_CD3-3-PN__bin_22
55 CM_madagascar__A19_01_1FE__bin_12
17 HMP_2012__SRS012279__bin_62
36 FerrettiP_2018__CA_C10024MS2403SA_t0M15__bin_10
40 LiuW_2016__SRR3992978__bin_47
158 LeChatelierE_2013__MH0187__bin_34
115 Bengtsson-PalmeJ_2015__TRAVELRES30__bin_61
31 HMP_2012__SRS023468__bin_9
150 CM_cf__CF_TNFC057IS_t3M15__bin_8
51 RampelliS_2015__H24__bin_5
111 HMP_2012__SRS043755__bin_20
3 HMP_2012__SRS014691__bin_32
26 LiuW_2016__SRR3993059__bin_6
69 BritoIL_2016__M2_37_ST__bin_25
65 OhJ_2014__MET0293_megahit__bin_19
53 CM_periimplantitis__SP_261SPT_T016__bin_7
31 KosticAD_2015__PRJNA231909_3113767__bin_10
185 HeQ_2017__RSZAXPI003097-131__bin_19
93 Bengtsson-PalmeJ_2015__TRAVELRES2__bin_43
138 QinJ_2012__CON-028__bin_40
51 HMP_2012__SRS014473__bin_16
43 SchirmerM_2016__G89129__bin_15
28 BackhedF_2015__SID637_4M__bin_9
123 FengQ_2015__SID31501__bin_14
57 BackhedF_2015__SID615_4M__bin_18
14 BritoIL_2016__WL_43_SA__bin_3
45 CM_periimplantitis__SP_281SPI_T016__bin_24
78 BritoIL_2016__WL_1_ST__bin_6
43 ChengpingW_2017__AS9raw__bin_35
17 LeChatelierE_2013__MH0148__bin_42
112 LiJ_2017__nHM512811__bin_17
144 HeQ_2017__RSZAXPI003069-101__bin_6
245 KarlssonFH_2013__S526__bin_36
90 OhJ_2014__MET0207_megahit__bin_9
125 CosteaPI_2017__SID713A063-11-90-0__bin_14
118 HMP_2012__SRS023604__bin_27
61 FerrettiP_2018__CA_C10049IS2866FE_t4M16__bin_3
76 RaymondF_2016__P12E90__bin_14
90 HMP_2012__SRS044662__bin_40
25 QinN_2014__LD-18__bin_16
41 FengQ_2015__SID530315__bin_33
51 CosteaPI_2017__SID713B066-11-90-0__bin_88
72 CM_periimplantitis__SP_162SPI_T016__bin_30
34 NielsenHB_2014__O2_UC18_2__bin_14
69 HMP_2012__SRS019125__bin_7
37 OhJ_2014__MET0267__bin_5
83 LiuW_2016__SRR3993031__bin_46
57 LiJ_2014__V1_FI14__bin_17
142 QinN_2014__LD-20__bin_19
19 QinN_2014__LD-35__bin_86
36 LiJ_2014__MH0328__bin_66
56 LeChatelierE_2013__MH0433__bin_54
22 BritoIL_2016__M2_48_SA__bin_4
251 CosteaPI_2017__peacemaker-11-773-0__bin_39
85 HeQ_2017__RSZAXPI003062-102__bin_5
59 LiJ_2014__MH0334__bin_36
31 CM_periimplantitis__SP_163SPI_T016__bin_10
31 FerrettiP_2018__CA_C10034MS2579SA_t0M15__bin_22
73 LiJ_2017__H1M412837__bin_49
70 Obregon-TitoAJ_2015__SM11__bin_52
35 QinJ_2012__T2D-062__bin_45
68 RaymondF_2016__P22E90__bin_89
35 BackhedF_2015__SID7_M__bin_39
68 QinN_2014__LD-35__bin_25
24 LiJ_2014__V1_CD6-0-PT__bin_39
52 BritoIL_2016__W1_31_SA__bin_3
51 LiJ_2017__H2M515822__bin_31
54 HMP_2012__SRS011126__bin_18
131 RaymondF_2016__P21E90__bin_84
28 LeChatelierE_2013__MH0302__bin_3
80 ChngKR_2016__WBU008__bin_2
102 LiJ_2017__H3M516113__bin_10
117 Bengtsson-PalmeJ_2015__TRAVELRES15__bin_49
54 BritoIL_2016__W3_16_ST__bin_6
45 LouisS_2016__AS66_12__bin_35
50 HeQ_2017__SZAXPI029587-106__bin_7
174 FerrettiP_2018__CA_C10003IS2040FE_t3M15__bin_3
87 LeChatelierE_2013__MH0220__bin_9
132 QinN_2014__HD-35__bin_25
56 CosteaPI_2017__SID713B072-11-90-0__bin_94
62 LiJ_2017__H1M512840__bin_59
50 HMP_2012__SRS023468__bin_8
34 CM_periimplantitis__SP_344SPT_T016__bin_34
17 HMP_2012__SRS024375__bin_40
173 CM_periimplantitis__SP_283SPI_T016__bin_27
60 RaymondF_2016__P21E90__bin_28
191 CosteaPI_2017__SID713B072-11-90-0__bin_38
41 HMP_2012__SRS021477__bin_23
68 LeChatelierE_2013__MH0433__bin_69
125 OhJ_2014__MET0240_megahit__bin_27
56 BackhedF_2015__SID624_M__bin_2
267 Bengtsson-PalmeJ_2015__TRAVELRES17__bin_75
59 BritoIL_2016__M1_1_ST__bin_103
33 LiJ_2014__V1_FI14__bin_61
36 HMP_2012__SRS016746__bin_5
284 QinN_2014__LD-33__bin_37
38 HeQ_2017__SZAXPI029461-129__bin_36
121 HMP_2012__SRS014690__bin_33
117 BackhedF_2015__SID385_M__bin_18
176 Bengtsson-PalmeJ_2015__TRAVELRES12__bin_95
181 LiJ_2014__MH0319__bin_8
41 HMP_2012__SRS049318__bin_54
36 LeChatelierE_2013__MH0433__bin_14
19 BackhedF_2015__SID589_M__bin_12
74 CM_periimplantitis__SP_287SPT_T016__bin_35
151 CM_periimplantitis__SP_162SPI_T016__bin_5
49 LeChatelierE_2013__MH0181__bin_61
47 RaymondF_2016__P14E90__bin_59
118 NielsenHB_2014__V1_UC11_5__bin_24
50 CM_madagascar__A83_02_1FE__bin_30
191 LiJ_2014__MH0265__bin_43
151 BackhedF_2015__SID238_M__bin_26
68 HMP_2012__SRS014473__bin_11
97 OhJ_2014__MET0316__bin_1
115 Bengtsson-PalmeJ_2015__TRAVELRES27_megahit__bin_17
84 CM_madagascar__A08_01_1FE__bin_66
20 KarlssonFH_2013__S227__bin_32
139 FengQ_2015__SID531155__bin_60
82 HMP_2012__SRS019077__bin_21
103 HMP_2012__SRS011302__bin_37
71 ChngKR_2016__WBU005__bin_12
29 LeChatelierE_2013__MH0318__bin_4
78 LouisS_2016__AS66_18__bin_13
119 OhJ_2014__MET0293_megahit__bin_12
67 BackhedF_2015__SID51_M__bin_10
119 BackhedF_2015__SID590_12M__bin_28
249 RaymondF_2016__P12E0__bin_28
27 HMP_2012__SRS015395__bin_19
115 HMP_2012__SRS049268__bin_2
51 HMP_2012__SRS054956__bin_42
49 QinJ_2012__DLF012__bin_16
95 LiJ_2014__V1_FI17__bin_55
39 BackhedF_2015__SID566_M__bin_24
101 KarlssonFH_2013__S372__bin_31
31 HMP_2012__SRS023595__bin_108
51 LiSS_2016__FAT_010-22-42-0__bin_18
29 HMP_2012__SRS021954__bin_7
49 HMP_2012__SRS015278__bin_22
54 CM_cf__CF_TNFC003IS_t5M16__bin_10
53 HMP_2012__SRS019225__bin_8
24 Obregon-TitoAJ_2015__SM28__bin_43
84 HMP_2012__SRS049995__bin_39
132 OhJ_2014__MET0306__bin_1
35 LiJ_2014__V1_FI25__bin_11
135 CM_cf__CF_TNFC057IS_t2M15__bin_11
25 SchirmerM_2016__G88949__bin_1
132 FerrettiP_2018__CA_C10032IS2559FE_t4M15__bin_1
109 BackhedF_2015__SID343_M__bin_27
133 BackhedF_2015__SID105_12M__bin_10
22 BackhedF_2015__SID172_M__bin_69
45 LiuW_2016__SRR3993020__bin_27
138 HMP_2012__SRS016225__bin_38
48 DavidLA_2015__LD-Run1-11__bin_7
62 CosteaPI_2017__SID713B072-11-0-0__bin_65
60 QinJ_2012__CON-099__bin_23
96 Obregon-TitoAJ_2015__SM23__bin_14
18 HMP_2012__SRS014271__bin_61
71 LeChatelierE_2013__MH0108__bin_24
106 LiJ_2014__MH0370__bin_20
299 FerrettiP_2018__CA_C10023IS2393FE_t2M15__bin_4
52 Bengtsson-PalmeJ_2015__TRAVELRES22__bin_81
449 CM_madagascar__A19_01_1FE__bin_27
184 Bengtsson-PalmeJ_2015__TRAVELRES45__bin_71
56 HMP_2012__SRS015574__bin_26
45 BritoIL_2016__WL_44_SA__bin_6
94 OhJ_2014__MET0211__bin_3
118 HeQ_2017__RSZAXPI003102-140__bin_31
73 LiJ_2014__V1_FI36__bin_91
61 BritoIL_2016__WL_43_ST__bin_87
48 BackhedF_2015__SID341_4M__bin_2
113 HMP_2012__SRS053335__bin_10
77 FengQ_2015__SID530041__bin_41
38 KarlssonFH_2013__S243__bin_21
52 LiJ_2014__MH0271__bin_26
24 HMP_2012__SRS011115__bin_40
74 CosteaPI_2017__SID713B003-11-0-0__bin_39
77 CM_periimplantitis__SP_161SPI_T016__bin_27
69 FengQ_2015__SID31878__bin_68
46 Bengtsson-PalmeJ_2015__TRAVELRES30__bin_3
121 HMP_2012__SRS017227__bin_41
205 NielsenHB_2014__O2_UC49_0__bin_6
70 OhJ_2014__MET0267__bin_9
56 HMP_2012__SRS019033__bin_7
100 Bengtsson-PalmeJ_2015__TRAVELRES9__bin_61
201 OhJ_2014__MET0293_megahit__bin_4
46 HeQ_2017__SZAXPI029554-33__bin_51
18 CM_periimplantitis__SP_264SPI_T016__bin_11
185 LeChatelierE_2013__MH0107__bin_5
65 HanniganGD_2017__MG100138__bin_5
67 LiJ_2014__V1_FI14__bin_16
39 ChengpingW_2017__AS4raw__bin_30
137 CM_periimplantitis__SP_143SPI_T016__bin_31
44 FengQ_2015__SID31223__bin_1
104 Bengtsson-PalmeJ_2015__TRAVELRES1__bin_21
51 LiuW_2016__SRR3992961__bin_7
178 FerrettiP_2018__CA_C10008IS2120FE_t1M15__bin_2
117 FengQ_2015__SID530295__bin_72
428 HMP_2012__SRS024388__bin_17
69 NielsenHB_2014__V1_UC26_0__bin_32
114 CosteaPI_2017__SID713B072-11-0-0__bin_50
39 CM_cf__CF_TNFC041IS_t4M16__bin_15
133 CM_madagascar__A42_02_1FE__bin_11
60 CM_madagascar__A69_02_1FE__bin_26
35 KarlssonFH_2013__S312__bin_30
25 HMP_2012__SRS044474__bin_2
130 RaymondF_2016__P21E7__bin_7
35 HanniganGD_2017__MG100152__bin_4
47 CosteaPI_2017__SID713A014-11-0-0__bin_25
67 HMP_2012__SRS022532__bin_2
45 QinN_2014__LD-45__bin_22
126 OhJ_2014__MET0008_megahit__bin_11
104 OhJ_2014__MET0232__bin_6
35 HMP_2012__SRS019219__bin_65
49 CosteaPI_2017__SID713A014-11-90-0__bin_55
86 LeChatelierE_2013__MH0107__bin_27
38 QinJ_2012__DOM012__bin_28
89 BritoIL_2016__M1_36_ST__bin_16
62 Bengtsson-PalmeJ_2015__TRAVELRES35__bin_98
86 QinJ_2012__DLM027__bin_17
96 HMP_2012__SRS015209__bin_39
65 BackhedF_2015__SID565_4M__bin_4
79 FerrettiP_2018__CA_C10029IS2500SA_t2M15__bin_4
108 HMP_2012__SRS011084__bin_63
85 LiJ_2014__V1_CD7-0-PN__bin_9
87 QinJ_2012__T2D-024__bin_77
543 KosticAD_2015__PRJNA231909_3112348__bin_3
94 FerrettiP_2018__CA_C10005IS2070SA_t2M15__bin_3
119 LoombaR_2017__SID5640_ijm__bin_18
78 CosteaPI_2017__SID713A012-11-0-0__bin_47
46 NielsenHB_2014__V1_UC55_0__bin_87
139 DavidLA_2015__LD-Run2-05__bin_3
109 QinJ_2012__DOM015__bin_4
204 BritoIL_2016__W1_41_ST__bin_84
33 NielsenHB_2014__V1_UC32_0__bin_54
108 FerrettiP_2018__CA_C10052IS2920FE_t5M16__bin_11
91 BackhedF_2015__SID179_M__bin_4
58 CM_cf__CF_TNFC040IS_t2M15__bin_1
88 HMP_2012__SRS062878__bin_4
98 Obregon-TitoAJ_2015__HCO09__bin_15
86 LeChatelierE_2013__MH0447__bin_19
77 BritoIL_2016__W1_21_ST__bin_42
54 BritoIL_2016__W1_31_ST__bin_64
55 OhJ_2014__MET0310_megahit__bin_14
43 HMP_2012__SRS015985__bin_23
57 HMP_2012__SRS075410__bin_15
63 HMP_2012__SRS011098__bin_18
108 LeChatelierE_2013__MH0101__bin_36
152 LeChatelierE_2013__MH0307__bin_40
48 RaymondF_2016__P23C0__bin_8
210 RampelliS_2015__H15__bin_11
80 LeChatelierE_2013__MH0055__bin_38
276 KosticAD_2015__PRJNA231909_3116471__bin_12
114 HMP_2012__SRS017227__bin_82
60 BackhedF_2015__SID526_M__bin_5
115 LeChatelierE_2013__MH0150__bin_30
95 NielsenHB_2014__V1_UC16_0__bin_12
43 HMP_2012__SRS024289__bin_33
443 CosteaPI_2017__SID713A009-11-0-0__bin_2
55 HMP_2012__SRS019029__bin_48
64 BritoIL_2016__W2_43_SA__bin_10
196 CosteaPI_2017__SID713A084-11-90-0__bin_9
67 LiJ_2014__MH0369__bin_22
53 HMP_2012__SRS022149__bin_25
113 GeversD_2014__SKBSTL008__bin_28
138 CM_cf__CF_TNFC051SA_t1M16__bin_9
49 OhJ_2014__MET0231__bin_4
60 OhJ_2014__MET0251__bin_52
50 LiJ_2014__V1_FI17__bin_69
85 IjazUZ_2017__S154_a_WGS_megahit__bin_4
107 BritoIL_2016__M1_61_ST__bin_92
47 HMP_2012__SRS049959__bin_77
29 HMP_2012__SRS024649__bin_42
65 LiJ_2014__V1_FI03__bin_30
94 Obregon-TitoAJ_2015__SM01__bin_4
98 CM_madagascar__A90_04_1FE__bin_56
75 BackhedF_2015__SID622_M__bin_24
35 RaymondF_2016__P10E0__bin_52
198 BritoIL_2016__M1_1_ST__bin_88
54 GeversD_2014__SKBSTL008__bin_82
58 HMP_2012__SRS075410__bin_13
49 OhJ_2014__MET0251__bin_84
66 HMP_2012__SRS055378__bin_20
22 Bengtsson-PalmeJ_2015__TRAVELRES40__bin_19
125 CosteaPI_2017__SID713B055-11-0-0__bin_14
89 LiJ_2014__V1_CD44-4__bin_6
88 CM_periimplantitis__SP_143SPI_T016__bin_22
68 OhJ_2014__MET0044__bin_4
119 CosteaPI_2017__SID713A074-11-0-0__bin_73
83 LiuW_2016__SRR3993033__bin_6
18 HMP_2012__SRS015574__bin_15
56 DavidLA_2015__LD-Run1-08__bin_11
48 HMP_2012__SRS055378__bin_57
49 HMP_2012__SRS023468__bin_43
30 HMP_2012__SRS018300__bin_49
64 LiSS_2016__FAT_010-22-42-0__bin_71
115 SmitsSA_2017__TZ_41014_megahit__bin_11
39 BritoIL_2016__W2_43_SA__bin_4
101 LiJ_2017__H3M516804__bin_42
58 LeChatelierE_2013__MH0428__bin_4
30 SchirmerM_2016__G90575__bin_3
61 HMP_2012__SRS024081__bin_65
67 BritoIL_2016__M1_15_ST__bin_67
100 BritoIL_2016__W2_61_ST__bin_44
54 ChengpingW_2017__AS98raw__bin_8
82 HMP_2012__SRS018394__bin_18
39 NielsenHB_2014__O2_UC21_2__bin_54
113 BritoIL_2016__W1_21_ST__bin_22
33 BritoIL_2016__M2_49_ST__bin_39
170 Bengtsson-PalmeJ_2015__TRAVELRES6__bin_4
237 LeChatelierE_2013__MH0135__bin_12
29 OhJ_2014__MET0207_megahit__bin_17
165 Obregon-TitoAJ_2015__SM33__bin_14
110 CosteaPI_2017__halbarad-11-392-0__bin_50
93 CM_periimplantitis__SP_344SPT_T016__bin_42
19 HMP_2012__SRS016002__bin_20
67 LiJ_2014__MH0386__bin_77
182 RaymondF_2016__P21E0__bin_64
76 LiJ_2014__V1_FI02__bin_58
95 LeChatelierE_2013__MH0318__bin_105
114 BackhedF_2015__SID570_12M__bin_3
113 QinN_2014__LD-61__bin_11
43 HeQ_2017__RSZAXPI003079-113__bin_48
56 LiJ_2014__MH0262__bin_40
53 HMP_2012__SRS024015__bin_28
117 HeQ_2017__RSZAXPI003099-133__bin_50
35 SchirmerM_2016__G88802__bin_8
209 HeQ_2017__SZAXPI029494-94__bin_3
200 LeChatelierE_2013__MH0407__bin_23
67 LoombaR_2017__SID5016_ish__bin_11
152 Obregon-TitoAJ_2015__NO21__bin_23
165 CM_madagascar__A27_02_1FE__bin_37
49 Bengtsson-PalmeJ_2015__TRAVELRES39__bin_61
63 BritoIL_2016__W3_16_ST__bin_62
111 BackhedF_2015__SID87_B__bin_1
106 NielsenHB_2014__V1_UC11_5__bin_33
40 BritoIL_2016__M1_24_ST__bin_93
159 Obregon-TitoAJ_2015__HCO07__bin_25
45 LiuW_2016__SRR3992985__bin_22
61 LiuW_2016__SRR3992985__bin_28
71 HMP_2012__SRS015989__bin_26
85 LiuW_2016__SRR3993002__bin_55
48 BritoIL_2016__M2_36_ST__bin_25
62 LiJ_2014__V1_FI04__bin_38
189 LiJ_2014__MH0398__bin_14
44 LiuW_2016__SRR3992973__bin_65
96 CM_cf__CF_TNFC057IS_t2M15__bin_1
170 Bengtsson-PalmeJ_2015__TRAVELRES9__bin_13
111 Bengtsson-PalmeJ_2015__TRAVELRES40__bin_106
87 CosteaPI_2017__SID713B040-11-90-0__bin_68
93 FerrettiP_2018__CA_C10007MS2099VA_t0M15__bin_2
90 Bengtsson-PalmeJ_2015__TRAVELRES18__bin_21
111 GeversD_2014__SKBSTL023__bin_15
131 QinJ_2012__CON-102__bin_13
20 HMP_2012__SRS014271__bin_5
61 RaymondF_2016__P23C7__bin_34
92 CosteaPI_2017__SID713A004-11-90-0__bin_28
79 KarlssonFH_2013__S587__bin_30
22 CM_cf__CF_TNFC034SA_t1M16__bin_5
42 HMP_2012__SRS022536__bin_59
51 Bengtsson-PalmeJ_2015__TRAVELRES52__bin_59
28 NielsenHB_2014__V1_UC14_1__bin_33
88 BackhedF_2015__SID367_4M__bin_21
99 LoombaR_2017__SID0009_rhg__bin_9
80 BritoIL_2016__M1_15_ST__bin_73
71 FengQ_2015__SID31416__bin_25
58 OhJ_2014__MET0045__bin_5
72 HMP_2012__SRS015044__bin_24
54 BritoIL_2016__W2_19_ST__bin_47
31 DavidLA_2015__LD-Run1-09__bin_22
65 BritoIL_2016__W2_25_ST__bin_41
87 HMP_2012__SRS013542__bin_3
231 SchirmerM_2016__G88826__bin_5
80 HMP_2012__SRS015937__bin_3
24 Castro-NallarE_2015__ES_158_megahit__bin_22
28 HMP_2012__SRS011115__bin_87
51 CM_periimplantitis__SP_502SPI_T016__bin_11
201 RaymondF_2016__P1E7__bin_8
38 BritoIL_2016__M1_48_SA__bin_4
79 HeQ_2017__SZAXPI029474-42__bin_11
50 CM_madagascar__V36_02_2FE__bin_4
257 FerrettiP_2018__CA_C10035IS2913FE_t4M16__bin_3
100 HMP_2012__SRS063272__bin_9
51 LiSS_2016__FAT_010-22-14-0__bin_60
577 LeChatelierE_2013__MH0101__bin_19
55 HMP_2012__SRS019071__bin_76
50 NielsenHB_2014__V1_UC41_0__bin_4
138 BritoIL_2016__WL_44_ST__bin_12
38 KarlssonFH_2013__S389__bin_1
18 LiJ_2017__H2M514841__bin_62
75 CosteaPI_2017__SID713A052-11-90-0__bin_86
82 CosteaPI_2017__SID713B072-11-0-0__bin_31
35 OhJ_2014__MET0211__bin_4
42 LeChatelierE_2013__MH0272__bin_63
99 BackhedF_2015__SID78_M__bin_21
156 FengQ_2015__SID530743__bin_21
66 LiJ_2014__O2_UC36-0__bin_25
112 BritoIL_2016__W3_19_ST__bin_32
53 HMP_2012__SRS023595__bin_8
40 Obregon-TitoAJ_2015__SM43__bin_41
106 Bengtsson-PalmeJ_2015__TRAVELRES1__bin_80
43 BritoIL_2016__W3_23_SA__bin_8
38 HMP_2012__SRS043239__bin_17
33 OhJ_2014__MET0276_megahit__bin_34
69 OhJ_2014__MET0179_megahit__bin_11
79 HMP_2012__SRS020226__bin_10
216 KarlssonFH_2013__S456__bin_49
94 SmitsSA_2017__TZ_65172_megahit__bin_2
58 SchirmerM_2016__G88731__bin_19
110 Bengtsson-PalmeJ_2015__TRAVELRES14__bin_124
74 BritoIL_2016__WL_32_ST__bin_65
46 CM_periimplantitis__SP_305SPI_T016__bin_5
195 HeQ_2017__SZAXPI029594-136__bin_21
65 LeChatelierE_2013__MH0150__bin_4
47 FengQ_2015__SID531663__bin_24
75 CosteaPI_2017__SID713B044-11-0-0__bin_35
99 LiJ_2014__O2_UC28-0__bin_28
44 GeversD_2014__SKBSTL034__bin_77
73 LiJ_2014__V1_FI20__bin_4
18 IjazUZ_2017__S66_a_WGS_megahit__bin_25
100 FerrettiP_2018__CA_C10006IS2088SA_t2M15__bin_3
57 CM_cf__CF_TNFC004SS_t1M15__bin_11
39 CosteaPI_2017__SID713B033-11-0-0__bin_51
40 HeQ_2017__SZAXPI029564-74__bin_31
79 Bengtsson-PalmeJ_2015__TRAVELRES16__bin_68
117 CM_periimplantitis__SP_281SPI_T016__bin_23
60 CosteaPI_2017__SID713A056-11-0-0__bin_69
56 CM_periimplantitis__SP_321SPI_T016__bin_8
24 LiJ_2017__H2M515921__bin_57
118 KarlssonFH_2013__S54__bin_11
54 LiJ_2014__O2_UC47-1__bin_33
61 BackhedF_2015__SID577_4M__bin_20
54 CM_madagascar__A90_04_1FE__bin_84
190 LiJ_2014__MH0308__bin_74
61 BritoIL_2016__M1_16_ST__bin_73
53 BackhedF_2015__SID560_M__bin_39
129 BritoIL_2016__M1_1_ST__bin_51
54 BackhedF_2015__SID622_12M__bin_11
301 LiJ_2014__MH0384__bin_29
173 ChengpingW_2017__AS133raw__bin_39
43 KarlssonFH_2013__S472__bin_7
119 HMP_2012__SRS049147__bin_61
28 LiJ_2014__MH0385__bin_66
67 Bengtsson-PalmeJ_2015__TRAVELRES39__bin_86
53 BackhedF_2015__SID622_M__bin_21
37 HMP_2012__SRS011243__bin_31
102 Bengtsson-PalmeJ_2015__TRAVELRES14__bin_51
36 KarlssonFH_2013__S640__bin_21
251 NielsenHB_2014__MH0118__bin_41
38 HMP_2012__SRS053917__bin_39
86 OhJ_2014__MET0227__bin_1
29 HMP_2012__SRS020334__bin_13
114 CM_cf__CF_TNFC046IS_t3M15__bin_13
157 QinJ_2012__DOF008__bin_23
46 HeQ_2017__SZAXPI029501-104__bin_19
139 CosteaPI_2017__SID713B040-11-90-0__bin_35
50 CM_periimplantitis__SP_383SPT_T016__bin_4
81 HeQ_2017__SZAXPI029468-169__bin_18
37 QinJ_2012__CON-086__bin_19
70 HMP_2012__SRS048791__bin_16
88 HMP_2012__SRS011086__bin_16
105 HMP_2012__SRS024132__bin_65
32 CM_periimplantitis__SP_143SPI_T016__bin_20
174 FerrettiP_2018__CA_C10003IS2040FE_t3M15__bin_2
58 BritoIL_2016__WL_12_ST__bin_7
59 HMP_2012__SRS014979__bin_23
100 RampelliS_2015__H1__bin_24
38 HMP_2012__SRS015055__bin_8
58 FengQ_2015__SID530251__bin_28
161 LiJ_2017__nHM611708__bin_55
67 CM_cf__CF_TNFC023IS_t3M15__bin_3
68 FengQ_2015__SID530295__bin_93
68 LiJ_2014__O2_UC8-1__bin_51
125 CM_periimplantitis__SP_345SPT_T016__bin_6
36 LiJ_2014__V1_FI17__bin_8
146 Bengtsson-PalmeJ_2015__TRAVELRES12__bin_99
29 DavidLA_2015__LD-Run2-20__bin_5
100 CosteaPI_2017__SID713B014-11-0-0__bin_49
233 CosteaPI_2017__SID713A077-11-90-0__bin_22
124 BritoIL_2016__M1_20_ST__bin_70
60 ChengpingW_2017__AS132raw__bin_48
75 HMP_2012__SRS013533__bin_4
59 ChengpingW_2017__AS5raw__bin_30
53 LiJ_2017__H3M517925__bin_38
171 CM_cf__CF_TNFC047IS_t1M15__bin_13
36 CosteaPI_2017__SID713A002-11-90-0__bin_14
74 BritoIL_2016__M1_15_ST__bin_47
64 CosteaPI_2017__SID713B032-11-90-0__bin_89
25 LoombaR_2017__SID0018_fze__bin_2
136 HeQ_2017__SZAXPI029552-169__bin_43
60 LiJ_2014__O2_UC36-0__bin_36
61 LeChatelierE_2013__MH0239__bin_24
65 HMP_2012__SRS051244__bin_48
76 LiJ_2014__MH0271__bin_63
62 QinJ_2012__CON-015__bin_38
47 HMP_2012__SRS023468__bin_1
91 FengQ_2015__SID530163__bin_4
36 HMP_2012__SRS019028__bin_14
65 BritoIL_2016__W1_9_ST__bin_79
106 ChengpingW_2017__AS106raw__bin_32
274 Bengtsson-PalmeJ_2015__TRAVELRES3__bin_95
41 CosteaPI_2017__SID713B072-11-0-0__bin_60
67 BritoIL_2016__W2_36_ST__bin_22
90 CosteaPI_2017__SID713B015-11-90-0__bin_18
214 QinJ_2012__T2D-027__bin_15
30 RampelliS_2015__H10__bin_17
35 LeChatelierE_2013__MH0437__bin_50
190 CosteaPI_2017__mickey2-11-0-0__bin_53
